id,Predicted
0,5.026906976564126
1,5.209659684324298
2,6.145164843537983
3,5.196273572618095
4,5.13140660157474
5,7.106477736426342
6,5.087133810908336
7,5.6788469329360005
8,5.71149041651043
9,5.957519014422077
10,6.436063786046105
11,5.810447901275708
12,6.7950488895418095
13,6.3736208097453915
14,6.619923898293383
15,5.8950821166344625
16,6.664495682948276
17,5.624102471783333
18,6.636414450802793
19,5.508352809432253
20,5.737555984166923
21,5.099718429480797
22,6.419516616041484
23,5.381153595402539
24,5.009939927348465
25,6.324525425554501
26,4.948320080411344
27,7.094399116085942
28,6.295656098442681
29,5.425110401581005
30,5.5722862991115445
31,5.893913099336329
32,5.235645494355257
33,5.016082005523368
34,6.442859600751292
35,5.466372172693457
36,4.541452094811287
37,4.821338003594956
38,6.790356321784236
39,5.735923056845606
40,5.265226943120353
41,5.292726014810636
42,5.646520322476685
43,5.06611178128742
44,5.577252739674954
45,5.115437285155421
46,5.684074822171301
47,5.617838142890729
48,5.685560670673148
49,6.502863263389003
50,5.064194411060166
51,6.0540120443172
52,5.67278041358551
53,5.541769366611518
54,4.867465674078835
55,5.200174486055097
56,5.759709237907549
57,5.370060116368181
58,4.947336854646435
59,4.563470283310409
60,6.192014287587319
61,6.627240125733374
62,4.912149956454892
63,4.818971832788787
64,5.63299401606676
65,6.007136547493405
66,6.431671623106808
67,9.775109566075928
68,6.41547347669319
69,5.381393123795796
70,4.655583407062905
71,7.1752102103566076
72,4.683140859302604
73,7.093729750607407
74,4.911284599627802
75,5.471664560901109
76,5.962758629593701
77,5.204540776061854
78,6.1223616590894885
79,5.460339341051572
80,6.238778741442854
81,5.906466388851041
82,5.496378102347818
83,5.691667996155827
84,5.085364454445493
85,6.561680505489774
86,5.629104306299766
87,5.215563398196947
88,5.31001655863927
89,4.576834141165413
90,5.645358738054604
91,4.9934915988033275
92,5.913093023202577
93,5.6773657854219
94,4.525675768609096
95,5.411246017243969
96,5.903723182575728
97,6.582483847171642
98,5.878268528568358
99,5.330582831684415
100,6.948023942124237
101,4.815110461135383
102,6.254544489299014
103,4.982785300920945
104,5.545887675872303
105,6.227041839421907
106,6.407278155320146
107,6.5243316405305025
108,6.025307333845831
109,4.345922038689706
110,5.31984170081919
111,6.474385189144044
112,4.979845704163166
113,6.084795077810626
114,5.670243016977215
115,5.454628849266527
116,5.731324389182305
117,5.853686917314416
118,5.836484384112863
119,6.982911577794893
120,5.19921535580068
121,5.011861347870403
122,4.785842078601117
123,5.8231323436532145
124,5.757344396395966
125,6.377423822811638
126,5.68223831470817
127,6.03082356315184
128,6.18009322358638
129,6.1035340396355995
130,5.139627004546989
131,5.668238319198212
132,5.589178911903979
133,6.907965771160285
134,5.981968221831728
135,5.344015166655599
136,5.0510809004573
137,4.870412277492493
138,5.865599635292949
139,6.3053200032115715
140,6.21932265117499
141,5.85317147652566
142,6.1598091817657785
143,4.694918711533588
144,4.925556959460881
145,6.147654760764533
146,5.582044535680426
147,5.880051998481773
148,5.2695315183524745
149,6.015955818252949
150,5.574675629655269
151,4.519653847179802
152,6.278774454117035
153,5.073192404239078
154,6.053852305090524
155,4.814259469319232
156,4.961725909489051
157,5.620628181868124
158,5.067916559477128
159,5.982374676845918
160,5.863992417710838
161,5.968476218574608
162,5.471276908789994
163,6.275590169216178
164,6.637421758097956
165,4.836288418928932
166,4.5246929945445915
167,5.598262554513006
168,5.742526950469096
169,6.291720206295
170,5.049145709347689
171,5.973826341378107
172,5.962420282538681
173,5.989600451471104
174,4.928604443297597
175,6.187934695372822
176,5.493080934839516
177,5.956387336170768
178,5.431000577192455
179,4.912412288277145
180,5.071787558226298
181,5.357809920034545
182,5.226836437439027
183,5.922028633400638
184,4.895317229872532
185,5.874408781656067
186,6.07977426290406
187,5.928474798182495
188,6.368280269070628
189,5.261686870573043
190,5.39375209568842
191,5.704709074302993
192,6.414556196187094
193,5.777250572299315
194,10.837677260602003
195,6.5164270767021755
196,6.0428675187517715
197,6.849505127006347
198,4.623749843293483
199,6.048345536608447
200,6.00576983597053
201,5.203966426430576
202,4.871530639940829
203,6.791383334806597
204,5.329612108930276
205,5.4326879592263335
206,5.966406159577992
207,4.294525107441301
208,6.245747049689655
209,5.858198555002279
210,5.675687699955921
211,5.349030924022205
212,4.748123558276502
213,4.946580638683724
214,5.698516562181708
215,6.078972539137923
216,4.8188861118780615
217,4.715066497934748
218,4.961109888498004
219,5.032684555815968
220,4.797802645776129
221,5.75759917106042
222,5.389207838566648
223,5.011983020946547
224,5.586514754449425
225,5.243833295768681
226,4.488400205416065
227,5.813589624255966
228,6.54669934441957
229,6.588039524395702
230,5.7331187234874665
231,6.218040202065501
232,5.542539957469541
233,5.436654248407419
234,5.534364505438986
235,5.204489187786496
236,6.1725617886354085
237,5.1815252895323285
238,5.087691472582932
239,5.376533656066447
240,5.756711318484929
